epoch,loss
1,2.951712299795712
2,2.860181149314432
3,2.8512086587793686
4,2.8427555280573227
5,2.8383990596322453
6,2.8308972751393036
7,2.8256883340723373
8,2.8199630344615265
9,2.815170260036693
10,2.808771680383121
11,2.803441847071928
12,2.7966615592732147
13,2.7904559163486256
14,2.785202110514921
15,2.7779964138479794
16,2.7719902992248535
17,2.7657186143538532
18,2.759986064013313
19,2.754285966648775
20,2.7475657603319954
21,2.7413182539098404
22,2.735429329030654
23,2.7292613001430737
24,2.723712121739107
25,2.7172895038829132
26,2.7098559351528393
27,2.7042659170487346
28,2.6981569598702824
29,2.6921099494485294
30,2.6862818914301254
31,2.6807267245124367
32,2.6737555335549748
33,2.6684928641599766
34,2.662728520000682
35,2.657543056151446
36,2.649269594865687
37,2.6441836918101593
38,2.63945935754215
39,2.633640036863439
40,2.625648428412045
41,2.6203387484830967
42,2.6149210929870605
43,2.60812344270594
44,2.6041439841775333
45,2.5979873853571274
46,2.5914186589858113
47,2.586775401059319
48,2.580274792278514
49,2.574067298103781
50,2.569304438198314
51,2.563223586362951
52,2.5581173055312214
53,2.5523018696728874
54,2.546951504314647
55,2.5403123322655174
56,2.5355684757232666
57,2.5296956370858585
58,2.5253071364234474
59,2.520931468290441
60,2.5140412555021396
61,2.509606165044448
62,2.5023137401132023
63,2.497619124019847
64,2.4923624010647045
65,2.4874375287224266
66,2.482165210387286
67,2.477737973718082
68,2.470784257440006
69,2.4667911529541016
70,2.46171041095958
71,2.4572157158571133
72,2.4510931968688965
73,2.4468273275038777
74,2.441085871528177
75,2.435799135881312
76,2.4314548408283905
77,2.427259178722606
78,2.42218822591445
79,2.4172514887417065
80,2.4116263529833626
81,2.4078721859875847
82,2.4022661517648136
83,2.397259431726792
84,2.3925811823676613
85,2.3886397445903107
86,2.3825556109933292
87,2.3779770065756405
88,2.374420025769402
89,2.3696900115293613
90,2.3647679861854103
91,2.3602016533122345
92,2.3556748418246998
93,2.3506819640888885
94,2.346569678362678
95,2.3409026370329014
96,2.3369303871603573
97,2.3325351266299976
98,2.327840300167308
99,2.323455375783584
100,2.3194746830884148
101,2.314426814808565
102,2.309678975273581
103,2.30664519702687
104,2.3019629646750057
105,2.2978836508358227
106,2.293666222516228
107,2.288391674266142
108,2.2853606588700237
109,2.2804395591511444
110,2.275370724060956
111,2.271774838952457
112,2.267579190871295
113,2.26343913639293
114,2.260519546620986
115,2.2552632724537567
116,2.2507129977731144
117,2.247685895246618
118,2.2432768905864044
119,2.238825798034668
120,2.2355580890879914
121,2.231624112409704
122,2.2270015968995938
123,2.2232782700482536
124,2.219497975181131
125,2.2162249789518467
126,2.2128505426294662
127,2.2079629337086395
128,2.2052264634300682
129,2.2003017874325024
130,2.196551028419943
131,2.1941902917974136
132,2.189689131344066
133,2.185864238178029
134,2.1817615032196045
135,2.177730742622824
136,2.1744250970728256
137,2.171086647931267
138,2.1663799005396225
139,2.1638199862311867
140,2.159911548390108
141,2.156384972965016
142,2.1517088693730972
143,2.1487365189720604
144,2.145618060055901
145,2.1408070115482105
146,2.139383582507863
147,2.1353648129631493
148,2.131594615824082
149,2.127771587932811
150,2.1237694656147674
151,2.1206765595604393
152,2.1180386403027702
153,2.115313298561994
154,2.111651027903837
155,2.1076939246233772
156,2.10340215178097
157,2.1002066275652718
158,2.0977437566308414
159,2.09475979384254
160,2.0913720691905304
161,2.0866348042207608
162,2.083507341497085
163,2.080880712060367
164,2.077594315304476
165,2.074276973219479
166,2.0701389593236588
167,2.067609990344328
168,2.0644939927493824
169,2.0616877359502457
170,2.0590827605303597
171,2.05556540629443
172,2.0526398209964527
173,2.04883550195133
174,2.0467047270606544
175,2.0436281035928165
176,2.039760372217964
177,2.0363865599912754
178,2.0330559856751385
179,2.0304589411791634
180,2.0285130037980923
181,2.0240624021081364
182,2.0223883741042195
183,2.0189532041549683
184,2.015220109154196
185,2.0130580523434807
186,2.0103039390900554
187,2.007275847827687
188,2.003272954155417
189,2.0010479969136856
190,1.997964199851541
191,1.9953997626024134
192,1.9927289415808285
193,1.98961359613082
194,1.9859943319769466
195,1.983885365373948
196,1.9807231846977682
197,1.9777927188312305
198,1.9762687823351692
199,1.972545728963964
200,1.9694099075653975
